compound_id,inchikey,molecule_chembl_ids,canonical_smiles,murcko_scaffold,n_measurements,pIC50_iqr,document_year_min,document_year_max,scaffold_novel
EXT_01318,UJRFPPBPWKJZEJ-WNWFVDBQSA-N,CHEMBL6022797,COC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(/F)c3ccc(Cl)cn3)cnc1F)N=C(N)S2,C(=Cc1ccccn1)c1cncc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_01319,UJZXDTOBDWUJSM-YYFKYVOKSA-N,CHEMBL5935344,CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(C#N)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.2,2021,2021,1
EXT_01320,UKEKFCISVPCTHV-JOCHJYFZSA-N,CHEMBL4854629,CC#C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)OCC12CC(F)(F)C2,O=C(Nc1cccc(C2N=COCC23CCC3)c1)c1cnccn1,2,0.27,2021,2021,1
EXT_01321,UKXLLHCQBVONES-MPDRSUQMSA-N,CHEMBL4643727,C[C@@H]1C[C@H]1CNC(=O)[C@@H]1C[C@H]1[C@]12CN(c3ncccn3)C[C@H]1CSC(N)=N2,O=C(NCC1CC1)C1CC1C12CN(c3ncccn3)CC1CSC=N2,2,0.1,2020,2020,1
EXT_01322,UKZKWTZATFOTDT-GDIGMMSISA-N,CHEMBL4539909,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(CF)C[C@H]21,O=C(Nc1cccc(C2N=CSC3CC32)c1)c1ccccn1,2,0.135,2020,2020,1
EXT_01323,ULBUABJAUQKQMH-UHFFFAOYSA-N,CHEMBL5558445,COc1cc2ncnc(N3CCN(C)CC3)c2cc1OC,c1ccc2c(N3CCNCC3)ncnc2c1,1,0.0,2024,2024,1
EXT_01324,ULOGGRNPZYESEH-BYMCWXSZSA-N,CHEMBL5875479,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCc4ncco4)cn3)ccc1F)N=C(N)S2,C(=Cc1cnc(OCc2ncco2)cn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_01325,ULOIDZYMPRJOHF-RCDICMHDSA-N,CHEMBL4446406,COc1cnc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1cnccn1,1,0.0,2018,2018,0
EXT_01326,ULUVFLUZTKOQFK-GQGWRHQGSA-N,CHEMBL6020648,N#Cc1ccc(/C(F)=C/c2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,C(=Cc1ccccn1)c1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1,1,0.0,2023,2023,1
EXT_01327,ULUVFLUZTKOQFK-OFNIGGJOSA-N,CHEMBL6017048,N#Cc1ccc(/C(F)=C/c2ccc(F)c([C@@]34CN(c5ncc(F)cn5)C[C@@H]3CSC(N)=N4)c2)nc1,C(=Cc1ccccn1)c1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1,1,0.0,2023,2023,1
EXT_01328,UMMUINSOEBCGON-ALPFBALHSA-N,CHEMBL5834095,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3cc4cc(Cl)ccc4cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC(c2cccc(C=Cc3cc4ccccc4cn3)c2)N=CN1,2,0.44,2021,2021,1
EXT_01329,UMPCXDSOAGHNKA-OSDHJJHOSA-N,CHEMBL5826151,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)C#Cc3ccccc3)ccc1F)N=C(N)S2,C(#Cc1ccccc1)C=Cc1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_01330,UNJNCKMZXXZIBE-UHFFFAOYSA-N,CHEMBL167970,Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,c1ccc2c(Nc3cc(CN4CCCC4)cc(CN4CCCC4)c3)ccnc2c1,2,0.17,2018,2018,1
EXT_01331,UQVVDBVREMLAII-GOSISDBHSA-N,CHEMBL4170106,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)COC3=C(F)F)c2)cn1,C=C1OCC=NC1c1cccc(NC(=O)c2cnccn2)c1,2,0.32,2018,2018,1
EXT_01332,UQYCJCZVFRGSHT-OSQABBHOSA-N,CHEMBL5814717,O=C(NC1=N[C@@](c2cc(/C=C(\F)c3ccc(Br)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1)c1ccccc1,O=C(NC1=NC(c2cccc(C=Cc3ccccn3)c2)C2CC2O1)c1ccccc1,2,0.285,2021,2021,1
EXT_01333,UQYNGSPDPASNLN-BLAIOOKWSA-N,CHEMBL4089910,Cc1cc2c(c(C)c1CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)[C@H](C)C2,O=C1CCc2ccc(CCOC3CCCCO3)cc21,1,0.0,2021,2021,1
EXT_01334,USKPPLKTZAAGIU-JNAXZKDPSA-N,CHEMBL4463980,C#C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H]2C[C@@H]21,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,1,0.0,2019,2019,0
EXT_01335,USKUAHWTBULDMG-UMCZMAMBSA-N,CHEMBL5874332,Cc1noc(COc2cnc(/C(F)=C/c3ccc(F)c([C@@]4(C)N=C(N)S[C@@]5(C(=O)N(C)C)C[C@H]54)c3)cn2)n1,C(=Cc1cnc(OCc2ncno2)cn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_01336,USWBXKGJJISWBW-JDNIFBSVSA-N,CHEMBL6019589,C[C@@H]1C[C@H]2OC(N)=N[C@](CF)(c3cc(NC(=O)c4cnc(-n5cncn5)cn4)ccc3F)[C@H]2CO1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnc(-n2cncn2)cn1,1,0.0,2023,2023,1
EXT_01337,UTGAHEBFVPQOGI-MAUKXSAKSA-N,CHEMBL4162197,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)F)c2)cn1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,2,0.185,2018,2018,0
EXT_01338,UTHNJSLSUYRNFQ-UHFFFAOYSA-N,CHEMBL5961261,COC1CCC2(CC1)Cc1ccc(-c3cc(C#N)cc(C#N)c3)cc1C21N=C(N)N(C)C1=O,O=C1NC=NC12c1cc(-c3ccccc3)ccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_01339,UTJCZTUJQZPFNJ-OALUTQOASA-N,CHEMBL5204704,C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N1,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3ccccn3)n2)N1,1,0.0,2022,2022,1
EXT_01340,UTJCZTUJQZPFNJ-RBUKOAKNSA-N,CHEMBL5197842,C[C@@]1(C(F)F)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3ccccn3)n2)N1,1,0.0,2022,2022,1
EXT_01341,UTWRSCAMZWMCGR-HHHJTNMUSA-N,CHEMBL5778771,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOC4(CC4)C3)C[C@H]21,O=C(N1CCOC2(CC2)C1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_01342,UUCVLVXHCQKZPD-ZEBAXETDSA-N,CHEMBL5837195,NC1=N[C@](CF)(c2cc(C#Cc3ncc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(/C=C/C(=O)N2CCOCC2)S1,O=C(C=CC12CC1C(c1cccc(C#Cc3ncccn3)c1)N=CS2)N1CCOCC1,1,0.0,2021,2021,1
EXT_01343,UULZRQYJOWPKGT-MHZFSLMJSA-N,CHEMBL5965431,CC#C[C@@H](C)Oc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.35,2021,2021,1
EXT_01344,UULZRQYJOWPKGT-OJNDDCHJSA-N,CHEMBL6024223,CC#C[C@H](C)Oc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.345,2021,2021,1
EXT_01345,UUWGJQGTYROTGL-KGENOOAVSA-N,CHEMBL4518938,Fc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,C(=NC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,0.0,2019,2019,1
EXT_01346,UVCLPDYCHOWGHX-UHFFFAOYSA-N,CHEMBL6064929,CNCCc1cccc(C2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)c1,O=C1NC=NC1(c1ccccc1)c1ccccc1,1,0.0,2021,2021,0
EXT_01347,UVSCXZPAWFZNAM-UHFFFAOYSA-N,CHEMBL6020187,Cc1cc(C2(c3cccc(-c4ccccc4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,O=C1NC=NC1(c1ccccc1)c1cccc(-c2ccccc2)c1,1,0.0,2021,2021,1
EXT_01348,UVWXWBAYFVEZFX-LJAQVGFWSA-N,CHEMBL5884332,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)C1=N[C@](C)(c2cc(B3OC(C)(C)C(C)(C)O3)ccc2F)CS(=O)(=O)C1(C)C,O=S1(=O)CC=NC(c2cccc(B3OCCO3)c2)C1,2,0.015,2021,2021,1
EXT_01349,UWYHJLBQCIODCC-UHFFFAOYSA-N,CHEMBL5792687,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCC2CCOCC2)C(CC2CCOCC2)C1=O,O=C1C(CC2CCOCC2)C(SCC2CCOCC2)=NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_01350,UXAIEWGYPKPAOR-UHFFFAOYSA-N,CHEMBL4761564,Oc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)c(O)c1,c1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,1,0.0,2019,2019,1
EXT_01351,UXDBRFGNPMGRII-MJPIYPAMSA-N,CHEMBL5925911,COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCCC(F)(F)F)cn3)ccc1F)N=C(N)S2,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_01352,UYPPPQCTBZUSML-NLOKWTDQSA-N,CHEMBL5860302,CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3ncc(C#N)cc3Cl)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3ccccn3)c2)C1,2,0.345,2021,2021,1
EXT_01354,VAPJUXNDIXGLMR-HAYRHPOISA-N,CHEMBL4637913,CCNC(=O)[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC(N)=N2,C1=NC2(C3CC3)COCC2CS1,1,0.0,2020,2020,1
EXT_01355,VAQDGEUMJZWRKZ-CIAFOILYSA-N,CHEMBL5287811,C(=N\Nc1nnc(-c2cccs2)c(-c2cccs2)n1)/c1cc2ccccc2[nH]1,C(=NNc1nnc(-c2cccs2)c(-c2cccs2)n1)c1cc2ccccc2[nH]1,1,0.0,2022,2022,1
EXT_01356,VBTANQYCRRGBKE-ZRGSNEMSSA-N,CHEMBL5798921,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc4c(n3)OCCO4)ccc2F)CS1(=O)=O,O=S1(=O)CC(c2cccc(C=Cc3ccc4c(n3)OCCO4)c2)N=CN1,2,0.05,2021,2021,1
EXT_01357,VBWPFVMZZPWFMD-KRWDZBQOSA-N,CHEMBL3672916,CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,N=C1NC(c2cccc(NC(=O)c3ccccn3)c2)CS(=O)(=O)N1,2,0.43,2018,2018,1
EXT_01358,VDCFTGCAQPOQIL-SNZBUMTISA-N,CHEMBL5837826,C[C@]1(c2cc(/C=C(\F)c3ccc(C4COC4)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,O=C(N1CCOCC1)C12CC1C(c1cccc(C=Cc3ccc(C4COC4)cn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_01360,VDFJROHWAHSCGE-NHCUHLMSSA-N,CHEMBL5091877,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OC(F)(F)CO4)ccc2F)N=C1N,O=C(Nc1cccc(C2CCCC=N2)c1)c1cc2c(cn1)OCCO2,2,0.02,2021,2021,1
EXT_01361,VDXFKYHWRXWVOF-IBGZPJMESA-N,CHEMBL5093195,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)co1,O=C(Nc1cccc(C2Cn3nccc3C=N2)c1)c1cocn1,1,0.0,2022,2022,1
EXT_01362,VEVOPFIRHVTQJG-UHFFFAOYSA-N,CHEMBL5947550,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)N(CC(F)F)C1=O,O=C1NC=NC12c1cc(OCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_01363,VFOWURGFOZOPPQ-UHFFFAOYSA-N,CHEMBL5758246,CC(C)N1C(=O)C2(NC1=S)c1cc(Br)ccc1CC21CCC(OC(F)F)CC1,O=C1NC(=S)NC12c1ccccc1CC21CCCCC1,2,0.195,2019,2019,0
EXT_01364,VFPRFCPQXQJWDW-IWHVMJOVSA-N,CHEMBL4846858,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CCCC1=C/C(=C\C(C)(C)O)OC1=O,C=C1C=C(CCCC=CCc2ccccc2)C(=O)O1,1,0.0,2021,2021,1
EXT_01365,VGEZZRMHKSHFMA-KGMZSHBCSA-N,CHEMBL5809271,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[S@]4(=O)=NCCCCN4C(N)=N3)n2)nc1,O=C(Nc1cccc(C2CS3(=O)=NCCCCN3C=N2)n1)c1ccccn1,1,0.0,2020,2020,1
EXT_01366,VGEZZRMHKSHFMA-NLINSNCNSA-N,CHEMBL5818916,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[S@@]4(=O)=NCCCCN4C(N)=N3)n2)nc1,O=C(Nc1cccc(C2CS3(=O)=NCCCCN3C=N2)n1)c1ccccn1,1,0.0,2020,2020,1
EXT_01367,VGLJZZSQBIDHRM-KRQHHWEJSA-N,CHEMBL5803071,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC4(CCO4)C3)C[C@H]21,O=C(N1CCC2(CCO2)C1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_01368,VGNRLIUKCSHVAX-FUHIMQAGSA-N,CHEMBL4462314,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H]2CCC(F)(F)[C@@H]21,O=C(Nc1cccc(C2N=COC3CCCC32)c1)c1ccccn1,1,0.0,2019,2019,0
EXT_01369,VGRLDTRYWIJIQU-CFQIGZHASA-N,CHEMBL6061946,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,C(=Cc1ccccn1)c1cccc(C2CCOC=N2)c1,2,0.505,2021,2021,1
EXT_01370,VHDJWZVMMKIYKN-SFHVURJKSA-N,CHEMBL4205656,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=COC(N)=N1,O=C(Nc1cccc(C2C=COC=N2)c1)c1ccccn1,2,0.72,2018,2018,0
EXT_01371,VIAPZLCTMVEPSN-DVQXZNDESA-N,CHEMBL5890666,COC(=O)[C@@H]1C[C@@](C)(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)N=C(N)S1,C(=Cc1ccccn1)c1cccc(C2CCSC=N2)c1,1,0.0,2021,2021,0
EXT_01372,VIAPZLCTMVEPSN-YETOEZFSSA-N,CHEMBL5820925,COC(=O)[C@H]1C[C@@](C)(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)N=C(N)S1,C(=Cc1ccccn1)c1cccc(C2CCSC=N2)c1,1,0.0,2021,2021,0
EXT_01373,VIRFKBOLQBPCOG-TWMJARFMSA-N,CHEMBL5833469,C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@H](F)C5)C[C@H]43)c2)cn1,O=C(N1CCCC1)C12CC1C(c1cncc(C=Cc3cnccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_01374,VIRFKBOLQBPCOG-YTQMNEKISA-N,CHEMBL6029934,C#CCOc1cnc(/C(F)=C/c2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@@H](F)C5)C[C@H]43)c2)cn1,O=C(N1CCCC1)C12CC1C(c1cncc(C=Cc3cnccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_01375,VIYMANLLXZUNSR-UHFFFAOYSA-N,CHEMBL4130130,NC1=NC(c2c(F)ccc(NC(=O)c3ccc(Br)cn3)c2F)(C(F)F)COC1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,2,0.505,2018,2018,0
EXT_01376,VJDBWVMRRNUGJV-GDOSBZBXSA-N,CHEMBL6009246,CN1C(=O)NC2(C1=O)c1cc(Br)ccc1C[C@]21CC[C@H](N(C)C)CC1,O=C1NC(=O)C2(N1)c1ccccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_01377,VJDIDSYICPCAPO-RZWCVLNRSA-N,CHEMBL6025214,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)[C@]2(CF)CC[C@@H]1S2(=O)=O,O=S1(=O)C2C=NC(c3cccc(C=Cc4ccccn4)c3)C1CC2,2,0.265,2021,2021,1
EXT_01378,VJYNCMOMESNFNS-AVTOPLFFSA-N,CHEMBL5924394,COC[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(OCC(F)(F)F)cn3)ccc1F)N=C(N)S2,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_01379,VKDMMOFAMUXTQZ-AKMQMZFLSA-N,CHEMBL5278532,Cc1cc2c(c(C)c1CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)[C@H](C)[C@H]2O,O=C1CCc2ccc(CCOC3CCCCO3)cc21,1,0.0,2021,2021,1
EXT_01380,VKDMMOFAMUXTQZ-VLRRDGGXSA-N,CHEMBL5287890,Cc1cc2c(c(C)c1CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)[C@@H](C)[C@H]2O,O=C1CCc2ccc(CCOC3CCCCO3)cc21,1,0.0,2021,2021,1
EXT_01382,VKNAFXKCYBWXBX-UHFFFAOYSA-N,CHEMBL5852618,COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(Cc2ccccc2)C1=O,O=C1N(Cc2ccccc2)C(=S)NC12c1ccccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_01383,VKWQNQRJHNZEHZ-OAQYLSRUSA-N,CHEMBL4212939,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C4CC4)C=C(CF)OC(N)=N3)c2)nc1,O=C(Nc1cccc(C2(C3CC3)C=COC=N2)c1)c1ccccn1,2,0.34,2018,2018,1
EXT_01384,VLLFGVHGKLDDLW-SFHVURJKSA-N,CHEMBL3916243,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,O=C(Nc1cccc(C2C=CSC=N2)c1)c1ccccn1,2,0.475,2021,2021,0
EXT_01385,VMIHIQLMXZSNPL-UHFFFAOYSA-N,CHEMBL6019890,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(SCC(F)(F)F)N(CC(F)(F)F)C1=O,O=C1NC=NC12c1ccccc1CC21CCCCC1,1,0.0,2019,2019,0
EXT_01386,VMIYWDDTUMFMSY-UHFFFAOYSA-N,CHEMBL4516189,O=C(CN1CCC(C(c2ccccc2)c2ccccc2)CC1)NC1CCN(Cc2ccccc2)C1,O=C(CN1CCC(C(c2ccccc2)c2ccccc2)CC1)NC1CCN(Cc2ccccc2)C1,1,0.0,2020,2020,1
EXT_01387,VNTYARFSJRGDMJ-QFIPXVFZSA-N,CHEMBL4525240,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cc3)ccc2F)Cn2cnc(C(F)F)c2C(N)=N1,O=C(Nc1cccc(C2Cn3cncc3C=N2)c1)c1ccccc1,2,0.28,2019,2019,1
EXT_01388,VOCWMGRIYMFSCC-FQDVDLAHSA-N,CHEMBL4211219,C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@@H]3C(=O)[C@@H](O)[C@]2(C)[C@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C,C=C1CC2C3CCC(=O)CC3C(=O)CC2C2C(=O)OCC(=O)C12,1,0.0,2018,2018,1
EXT_01389,VOOFSJSMHWHJPL-ZSWMORAZSA-N,CHEMBL5968061,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3cnc(C#N)cn3)ccc1F)N=C(N)S2,C(=Cc1cnccn1)c1cccc(C2N=CSC3CC32)c1,1,0.0,2019,2019,1
EXT_01390,VOSXQWYRVJBKPG-UHFFFAOYSA-N,CHEMBL5990950,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21NC(=S)N(CCN(C)C)C1=O,O=C1NC(=S)NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_01391,VOVVDNUEANTMKQ-UHFFFAOYSA-N,CHEMBL5817031,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2cscn2)N(Cc2cscn2)C1=O,O=C1N(Cc2cscn2)C(SCc2cscn2)=NC12c1cc(CCC3CC3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_01392,VOWMHOISFVDLCZ-UHFFFAOYSA-N,CHEMBL4435826,COc1cccc(CNC2CCN(Cc3ccccc3)CC2)c1OC,c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,1,0.0,2019,2019,1
EXT_01393,VPNIQGRFZCTBEZ-AUDJAPFVSA-N,CHEMBL5970298,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,O=C(NCc1ccccc1)c1cccc(C(=O)NC(CCNC2CC2)Cc2ccccc2)c1,1,0.0,2021,2021,0
EXT_01395,VPSXLXIKSSLDME-YRXDLUBPSA-N,CHEMBL5758413,C[C@H]1CN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)CCO1,O=C(N1CCOCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_01396,VPTAIUQGXZBBNN-UHFFFAOYSA-N,CHEMBL5943346,COC1CCC2(CC1)Cc1ccc(Sc3ccccc3)cc1C21N=C(N)N(C)C1=O,O=C1NC=NC12c1cc(Sc3ccccc3)ccc1CC21CCCCC1,1,0.0,2019,2019,1
EXT_01397,VPZKDCLKUBKYFN-UHFFFAOYSA-N,CHEMBL5790983,CN1OC2(N=C1N)c1cc(Br)ccc1CC21CCC(Cc2ccccc2)CC1,C1=NC2(ON1)c1ccccc1CC21CCC(Cc2ccccc2)CC1,1,0.0,2019,2019,1
EXT_01398,VQGXNUSUDVEUAJ-GRWZZNAFSA-N,CHEMBL5763996,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)I)ccc1F)N=C(N)S2,C1=NC(c2ccccc2)C2CC2S1,1,0.0,2019,2019,1
EXT_01399,VQSRKMNBWMHJKY-YTEVENLXSA-N,CHEMBL4452566,COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1cnccn1,1,0.0,2018,2018,0
EXT_01400,VQSSAERXLSTURK-RBUKOAKNSA-N,CHEMBL5173292,COc1cnc(-c2ccc(F)c([C@]3(CF)CC[C@@](C)(C#N)C(N)=N3)c2)cn1,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,1,0.0,2022,2022,1
EXT_01401,VQSSAERXLSTURK-RTBURBONSA-N,CHEMBL5184716,COc1cnc(-c2ccc(F)c([C@]3(CF)CC[C@](C)(C#N)C(N)=N3)c2)cn1,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,1,0.0,2022,2022,1
EXT_01402,VRCXWVOKIOIRNA-UHFFFAOYSA-N,CHEMBL4282611,c1cc(-c2ccc(NCCCN3CCCCC3)c(OCCN3CCCCC3)c2)ccc1CN1CCCCC1,c1cc(-c2ccc(NCCCN3CCCCC3)c(OCCN3CCCCC3)c2)ccc1CN1CCCCC1,2,0.1,2018,2018,1
EXT_01403,VSIIJJHOPUKSIM-CSZIEDIISA-N,CHEMBL5794253,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC(C#N)C3)C[C@H]21,O=C(N1CCCCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1,0.0,2019,2019,1
EXT_01404,VUSRJYGQLGCFOE-QGMBQPNBSA-N,CHEMBL6173905,CCOc1cc(/C=N/NC(=O)c2ccc(Cl)nc2)ccc1O,O=C(NN=Cc1ccccc1)c1cccnc1,1,0.0,2024,2024,1
EXT_01405,VVDGHQXYLSRMAE-PMABOMALSA-N,CHEMBL5778209,CC1(C)C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(OCCC(F)(F)F)cn3)ccc2F)CS1(=O)=O,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,2,0.29,2021,2021,1
EXT_01406,VVMXCBXBOHZZQY-FAWDASFKSA-N,CHEMBL5785463,CO[C@H]1CC[C@]2(CC1)Cc1c(F)ccc(-c3cccc(C#N)c3)c1C21N=C(N)N(C)C1=O,O=C1NC=NC12c1c(cccc1-c1ccccc1)CC21CCCCC1,1,0.0,2019,2019,0
EXT_01407,VVQPLYAHXAZPHF-HMMYKYKNSA-N,CHEMBL4537808,C(=N\C1CCN(Cc2ccccc2)CC1)/c1ccccc1,C(=NC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,0.0,2019,2019,1
