policy,seed,n_queried,cumulative_high_activity_found,recall,best_pIC50_sofar
ucb_surrogate,17,140,31,0.3924050632911392,10.522879
ucb_surrogate,17,150,32,0.4050632911392405,10.522879
ucb_surrogate,18,30,2,0.02531645569620253,9.1549015
ucb_surrogate,18,40,2,0.02531645569620253,9.1549015
ucb_surrogate,18,50,3,0.0379746835443038,9.1549015
ucb_surrogate,18,60,4,0.05063291139240506,9.1549015
ucb_surrogate,18,70,6,0.0759493670886076,9.1549015
ucb_surrogate,18,80,7,0.08860759493670886,9.1549015
ucb_surrogate,18,90,7,0.08860759493670886,9.1549015
ucb_surrogate,18,100,8,0.10126582278481013,9.1549015
ucb_surrogate,18,110,14,0.17721518987341772,9.1549015
ucb_surrogate,18,120,18,0.22784810126582278,9.1549015
ucb_surrogate,18,130,19,0.24050632911392406,9.1549015
ucb_surrogate,18,140,20,0.25316455696202533,9.1549015
ucb_surrogate,18,150,23,0.2911392405063291,9.1549015
ucb_surrogate,19,30,0,0.0,8.3467875
ucb_surrogate,19,40,3,0.0379746835443038,8.6197891
ucb_surrogate,19,50,6,0.0759493670886076,8.6989698
ucb_surrogate,19,60,10,0.12658227848101267,9.004365
ucb_surrogate,19,70,14,0.17721518987341772,9.004365
ucb_surrogate,19,80,15,0.189873417721519,9.004365
ucb_surrogate,19,90,19,0.24050632911392406,9.004365
ucb_surrogate,19,100,20,0.25316455696202533,9.1549015
ucb_surrogate,19,110,24,0.3037974683544304,9.1549015
ucb_surrogate,19,120,29,0.3670886075949367,9.1549015
ucb_surrogate,19,130,32,0.4050632911392405,9.1549015
ucb_surrogate,19,140,33,0.4177215189873418,9.1549015
ucb_surrogate,19,150,34,0.43037974683544306,9.1549015
